text,FE.ADEME.ID,FE.VAL,FE.Incertitude
pate d amande preemballee,33121,3.87,1.0
pate de foie d oie,32780,4.84,1.0
pate de foie de porc,32782,4.84,1.0
pate de foie de porc superieur,41774,5.31,1.0
pate de foie de volaille,32779,4.84,1.0
pate de fruits,32852,1.12,1.0
pate de gibier,32775,4.84,1.0
pate de lapin,32773,5.14,1.0
pate en croute,32781,13.7,1.0
pate feuilletee,32921,6.01,1.0
pate feuilletee cuite,32920,6.01,1.0
pate feuilletee matiere grasse vegetale,41257,3.64,1.0
pate feuilletee matiere grasse vegetale crue,45887,3.93,1.0
pate feuilletee surgelee,41258,3.54,1.0
pate feuilletee surgelee crue,32919,5.97,1.0
pate feuilletee pur beurre crue,41253,3.64,1.0
pate feuilletee pur beurre cuite,41254,3.64,1.0
pate feuilletee pur beurre surgelee crue,32922,5.97,1.0
pate ou terrine aux champignons forestier,32776,2.48,1.0
pate ou terrine de campagne,32770,4.84,1.0
pate phyllo ou pate filo crue,32924,1.37,1.0
pate sablee,32923,5.0,1.0
pate sablee crue,41263,3.25,1.0
pate sablee cuite,41264,3.25,1.0
pate sablee pur beurre crue,41260,3.25,1.0
pate sablee pur beurre cuite,41261,3.25,1.0
pate sablee pur beurre surgelee,41262,3.16,1.0
pate sablee pur beurre surgelee crue,32925,4.82,1.0
pates a la bolognaise spaghetti tagliatelles,33662,5.87,1.0
pates a la carbonara spaghetti tagliatelles,33667,2.72,1.0
pates en sauce aux fromages spaghetti tagliatelles,33678,3.24,1.0
pates fraiches aux oeufs crues,33585,1.32,1.0
pates fraiches aux oeufs cuites non salees,33602,1.46,1.0
pates fraiches aux ufs,41265,1.58,1.0
pates fraiches aux ufs crues,45908,1.05,1.0
pates fraiches aux ufs cuites non salees,45909,1.51,1.0
pates fraiches farcies ex ravioli aux legumes crues,33679,1.94,1.0
pates fraiches farcies ex raviolis a la viande ex bolognaise,33670,17.1,1.0
pates fraiches farcies ex raviolis a la viande ex bolognaise crues,45901,15.1,1.0
pates fraiches farcies ex raviolis a la viande ex bolognaise cuites,45902,15.1,1.0
pates fraiches farcies ex raviolis au fromage et legumes,33671,17.1,1.0
pates fraiches farcies ex raviolis au fromage et aux legumes,40060,3.05,1.0
pates fraiches farcies ex raviolis au fromage et aux legumes crues,45903,3.62,1.0
pates fraiches farcies ex raviolis au fromage et aux legumes cuites,45904,3.62,1.0
pates fraiches farcies ex raviolis aux legumes,40057,2.19,1.0
pates fraiches farcies ex raviolis aux legumes cuites,33677,1.94,1.0
pates fraiches farcies ex raviolis ravioles du dauphine,40063,3.05,1.0
pates fraiches farcies ex raviolis ravioles du dauphine au fromage crues,45906,3.62,1.0
pates fraiches farcies ex raviolis ravioles du dauphine au fromage cuites,45907,3.62,1.0
pates seches au ble complet,41269,2.04,1.0
pates seches au ble complet crues,33588,1.72,1.0
pates seches au ble complet cuites non salees,33605,1.67,1.0
pates seches aux oeufs crues,33586,1.72,1.0
pates seches aux oeufs cuites non salees,33603,1.4,1.0
pates seches aux ufs,41271,2.04,1.0
pates seches aux ufs crues,45914,1.86,1.0
pates seches aux ufs cuites non salees,45915,1.51,1.0
pates seches sans gluten,41273,1.56,1.0
pates seches sans gluten crues,33589,1.72,1.0
pates seches sans gluten cuites non salees,33604,1.67,1.0
pates seches standard crues,33584,1.72,1.0
pates seches standard cuites,41268,1.05,1.0
pates seches standard cuites non salees,33601,1.67,1.0
paupiette de veau,33761,18.3,1.0
paupiette de veau cuite au four,40066,17.3,1.0
paupiette de volaille,33762,6.65,1.0
pavot graine,32896,1.95,1.0
peche biologique,42425,0.218,1.0
peche biologique bretagne,28680,0.243,1.0
peche biologique moyenne nationale,44172,0.187,1.0
peche conventionnel calibre inermediaire sol sous abri non chauffe,28427,0.185,1.0
peche conventionnel calibre intermediaire sous abri chauffe,28426,0.184,1.0
peche conventionnelle moyenne nationale,43944,0.153,1.0
peche mix conventionnel et biologique,42179,0.197,1.0
peche pulpe et peau,40522,0.599,1.0
peche pulpe et peau crue,33064,1.14,1.0
peche seche,33097,6.8,1.0
peche au sirop leger appertisee,40520,1.23,1.0
peche au sirop leger appertisee egouttee,33033,1.52,1.0
peche au sirop leger appertisee non egouttee,33034,0.8,1.0
peche et nectarine,34910,61200.0,1.0
peche melba,32868,2.59,1.0
pecten d amerique ou peigne du canada noix,41782,9.68,1.0
pecten d amerique ou peigne du canada noix crue,33480,13.6,1.0
pelardon fromage de chevre,32972,6.7,1.0
pelargonium conventionnel plant horticole,34809,0.38,0.3
pelargonium intrants durables plant horticole,34813,0.28,0.3
pelargonium serre froide plant horticole,34816,0.31,0.3
pelargonium serre froide intrants durables plant horticole,34817,0.22,0.3
pentadecafluorotriethylamine,43229,10300.0,0.3
perceuse visseuse sans fil,28317,23.5,0.5
perche crue,33844,4.86,1.0
perche rotie cuite au four,33893,5.91,1.0
perche du nil crue,33847,5.7,1.0
perfluoroethyl formate,43230,597.0,0.3
perfluorotripentylamine,43231,7260.0,0.3
perfluorotripropylamine,43232,9030.0,0.3
persil frais,39659,1.09,1.0
persil seche,39660,3.35,1.0
petales de ble avec noix noisettes ou amandes,41275,3.56,1.0
petales de ble avec noix noisettes ou amandes enrichis en vitamines et mineraux,45934,3.4,1.0
petales de ble chocolates non enrichis en vitamines et mineraux,41276,3.4,1.0
petales de ble chocolates enrichis en vitamines et mineraux,41277,3.4,1.0
petales de mais glaces au sucre non enrichis en vitamines et mineraux,41278,3.56,1.0
petales de mais glaces au sucre enrichis en vitamines et mineraux,41279,3.56,1.0
petales de mais natures non enrichis en vitamines et mineraux,41280,3.56,1.0
petales de mais natures enrichis en vitamines et mineraux,41281,3.56,1.0
petales de mais ou ble pour petit dejeuner,32707,3.46,1.0
petillant de fruits,32586,1.18,1.0
petit pois annuel pour transformation industrielle conventionnel moyenne nationale,43945,0.318,1.0
petit pot fruit avec banane pour bebe,39772,0.674,1.0
petit pot fruit pour bebe,32879,0.686,1.0
petit pot fruit sans banane pour bebe,39773,0.674,1.0
petit pot legumes avec feculent,39774,0.87,1.0
petit pot legumes avec feculent des mois,45944,1.21,1.0
petit pot legumes des mois,33609,1.13,1.0
petit sale ou saucisse aux lentilles,33737,2.79,1.0
petite truite g,42180,1.95,1.0
petite truite g conventionnel,43946,1.87,1.0
petite truite conventionnel moyenne nationale aliments pour animaux,28361,1.75,1.0
petites fournitures,20556,0.367,0.5
petits pois appertises,40527,1.33,1.0
petits pois appertises egouttes,33362,1.28,1.0
petits pois crus,33281,0.391,1.0
petits pois cuits,33363,0.938,1.0
petits pois puree,33418,0.855,1.0
petits pois surgeles,40531,1.02,1.0
petits pois surgeles crus,33284,0.835,1.0
petits pois surgeles cuits,33388,1.07,1.0
petits pois et carottes appertises,40524,0.994,1.0
petits pois et carottes appertises egouttes,33381,1.17,1.0
petits pois et carottes surgeles,40525,0.906,1.0
petits pois et carottes surgeles crus,33320,0.773,1.0
petits pois et carottes surgeles cuits,33401,0.858,1.0
petoncle ou peigne du perou noix,41786,9.68,1.0
petoncle ou peigne du perou noix crue,33481,13.6,1.0
petrole brut,14103,79.6,0.05
petrolier a tonnes,28236,0.0207,0.6
petrolier tonnes,28235,0.0606,0.6
petrolier aframax de a tonnes de port en lourd,21407,0.00542,0.6
petrolier handy product de a tonnes de port en lourd,21406,0.0187,0.6
petrolier petit product tanker de moins de tonnes de port en lourd,21405,0.0253,0.6
petrolier vlcc de plus de tonnes de port en lourd,21408,0.00336,0.6
pfc,43233,0.004,0.3
pfc c,43244,10200.0,0.3
pfpmie,43245,10300.0,0.3
photocopieurs,20591,2935.0,0.5
phytosanitaire moyen,20567,9.2,0.5
picodon fromage de chevre,32974,6.7,1.0
pied de porc demi sel,32731,3.02,1.0
pierre a chaud,20642,154.0,0.5
pierres de carriere,20805,11.0,0.8
pigeon viande,41788,9.33,1.0
pigeon viande rotie cuite au four,34358,7.58,1.0
pignon de pin,33111,4.68,1.0
pilchard sauce tomate,41789,6.09,1.0
pilchard sauce tomate appertise egoutte,33957,4.47,1.0
pile alcaline aaa g,24248,0.065,1.0
pile alcaline aa g,24247,0.137,1.0
piles et batteries en melange,34635,-803.0,0.2
piment cru,33301,3.81,1.0
pintade cru,34251,5.68,1.0
pintade crue,41790,6.98,1.0
pintade cuisse,41791,6.98,1.0
pintade cuisse crue,45964,5.78,1.0
pintade poitrine,41792,6.82,1.0
pintade poitrine crue,34252,5.47,1.0
piperade basquaise,33691,1.09,1.0
piquets acacia,20645,14.7,1.0
piquets acier galvanise acier recyclage,20644,2710.0,1.0
piquets acier galvanise,20646,3670.0,0.4
pirogue guyane,28247,0.473,0.2
pirogues,21463,0.473,0.2
pissaladiere,33633,2.39,1.0
pissenlit cru,33262,0.87,1.0
pistache grillee,40536,7.35,1.0
pistache grillee salee,45970,7.22,1.0
pizza sauce garniture pour,32549,0.774,1.0
pizza fromages,33632,3.51,1.0
pizza a la viande type bolognaise,33624,8.7,1.0
pizza au chevre et lardons,33629,3.53,1.0
pizza au chorizo ou salami,33627,2.25,1.0
pizza au fromage ou pizza margherita,33615,1.73,1.0
pizza au poisson fruits de mer,33628,2.63,1.0
pizza au poulet,33655,2.85,1.0
pizza au saumon,40077,2.46,1.0
pizza au speck ou jambon cru,33657,2.85,1.0
pizza au thon,40079,2.46,1.0
pizza aux fruits de mer,40080,2.46,1.0
pizza aux lardons oignons et fromage,33646,3.53,1.0
pizza aux legumes ou pizza saisons,33630,2.78,1.0
pizza champignons fromage,33631,1.62,1.0
pizza jambon fromage,33621,2.85,1.0
pizza jambon fromage champignons ou pizza royale reine ou regina,33635,2.34,1.0
pizza kebab,33654,2.85,1.0
pizza type raclette ou tartiflette,33656,3.53,1.0
plaques de cuisson a induction w,28309,89.7,0.5
plaques de cuisson au gaz w,28311,43.4,0.5
plaques de cuisson vitroceramiques w,28310,65.3,0.5
plaquettes forestieres d humidite,14222,1.64,0.5
plaquettes forestieres humidite,14241,0.0147,1.0
plaquettes forestieres humides humidite,34938,0.0123,0.25
plaquettes forestieres seches humidite,34937,0.0164,0.25
plastique moyenne,20836,2383.0,0.2
plastique pebd,20831,2090.0,0.2
plastique pehd,20830,1920.0,0.2
plastique pet,20832,3270.0,0.2
plastique ps,20833,2830.0,0.2
plastique pvc,20834,1870.0,0.2
plastique moyen,22049,5563.0,1.0
plastique pe,22053,5797.0,1.0
plastique pp,22061,5908.0,1.0
plastique rigide pe,34701,-1394.0,0.1
plastique rigide pet,34697,-1627.0,0.1
plastique rigide pp,34707,-1598.0,0.1
plastique rigide ps,34709,-1759.0,0.1
plastique rigide pvc,34711,-1849.0,0.1
plastique souple pe,34703,-1639.0,0.1
plastique souple pe origine agricole,34705,-657.0,0.1
plat legumes avec feculent,39784,0.801,1.0
plat legumes avec feculent et lait creme,39776,0.903,1.0
plat legumes avec feculent et lait creme des mois,45989,1.21,1.0
plat legumes avec feculent et viande poisson,39780,1.85,1.0
plat legumes avec feculent et viande poisson des mois,45993,2.25,1.0
plat legumes avec feculent des mois,33610,0.732,1.0
plat legumes pour bebe avec feculent et lait creme,33611,1.0,1.0
plat legumes pour bebe avec feculent et viande poisson,33614,1.8,1.0
plie commune crue,33833,11.0,1.0
plomb,20534,2090.0,0.3
plongee bouteille,20626,4.4,0.2
plongee masque,20773,0.4,0.5
plongee tuba,20774,0.1,0.25
pneumatiques usages,12962,0.305,0.1
pneumatiques usages non reutilisables mix combustible moyen,28284,60.6,0.2
pneumatiques usages non reutilisables poids lourds,28286,44.6,0.2
pneumatiques usages non reutilisables vehicules legers,28285,63.5,0.2
poelee de legumes assaisonnes a l asiatiques ou wok de legumes surgelee,40088,1.19,1.0
poelee de legumes assaisonnes a l asiatiques ou wok de legumes surgelee crue,45999,0.933,1.0
poelee de legumes assaisonnes aux champignons champetre surgelee,40089,1.19,1.0
poelee de legumes assaisonnes crue,33692,2.18,1.0
poelee de legumes assaisonnes grillee meridionale ou mediterraneenne,40090,1.19,1.0
poelee de legumes assaisonnes grillee meridionale ou mediterraneenne surgelee crue,46001,0.933,1.0
poelee de legumes assaisonnes sans champignon surgelee,40091,1.19,1.0
poelee de legumes assaisonnes sans champignon surgelee crue,46002,0.933,1.0
poelee de pommes de terre prefrites lardons ou poulet,40092,2.28,1.0
poelee de pommes de terre prefrites lardons ou poulet et autres sans legumes verts,33730,1.58,1.0
poids lourd livraison urbaine,27087,0.144,0.7
poire,34911,151896.0,1.0
poire a la ferme nl u,42183,0.052,1.0
poire biologique,44173,0.1,1.0
poire biologique systeme n,28681,0.0981,1.0
poire conventionnelle,43947,0.0786,1.0
poire cru,33077,0.253,1.0
poire crue,43948,0.0532,1.0
poire mix conventionnel et biologique sous abri moyenne nationale,28428,0.0613,1.0
poire nea chalut pelagique moyenne,28429,0.0649,1.0
poire pulpe,40540,0.366,1.0
poire pulpe et peau,40539,0.366,1.0
poire pulpe et peau crue,46009,0.387,1.0
poire pulpe crue,46010,0.387,1.0
poire au sirop leger appertisee,40538,0.494,1.0
poire au sirop leger appertisee non egouttee,33035,0.522,1.0
poire belle helene,32873,2.37,1.0
poire conventionnelle au verger fr u,42181,0.0859,1.0
poire mix conventionnel et biologique au verger fr u,42182,0.0883,1.0
poireau,34903,11791.0,1.0
poireau conventionnel automne irrigue,43949,0.154,1.0
poireau conventionnel hiver non irrigue,43950,0.157,1.0
poireau conventionnel moyenne nationale,43951,0.152,1.0
poireau conventionnel precoce plante,43952,0.135,1.0
poireau conventionnel precoce seme,43953,0.134,1.0
poireau cru,33263,0.714,1.0
poireau cuit,33364,1.43,1.0
poireau prairie permanente biologique systeme n,28496,0.415,1.0
poireau prairie temporaire biologique systeme n,28516,0.4,1.0
poireau surgele,40543,1.06,1.0
poireau surgele cru,33329,1.06,1.0
pois,22793,294.0,0.3
pois conventionnel hiver d humidite,43955,0.392,1.0
pois conventionnel printemps d humidite aliment pour animaux,43954,0.344,1.0
pois de l association de cultures biologique,28704,0.308,1.0
pois casse cuit,33429,0.299,1.0
pois casse sec,33448,0.892,1.0
pois chiche appertise,40546,1.93,1.0
pois chiche appertise egoutte,33437,1.27,1.0
pois chiche biologique,42427,0.911,1.0
pois chiche biologique systeme numero,44174,0.984,1.0
pois chiche cuit,33430,0.834,1.0
pois chiche de l association de cultures biologique,28703,0.499,1.0
pois chiche sec,33449,0.791,1.0
pois d hiver association de culture,42439,0.376,1.0
pois d hiver association de culture biologique systeme numero,44182,0.522,1.0
pois d hiver association de cultures,42444,0.303,1.0
pois d hiver association de cultures biologique systeme numero,44183,0.314,1.0
pois d hiver conventionnel,42191,0.384,1.0
pois d hiver nea chalut pelagie moyenne,28441,0.212,1.0
pois d hiver prairie permanente biologique,28726,0.591,1.0
pois d hiver et ble d hiver associes biologique,42432,0.395,1.0
pois d hiver et ble d hiver associes biologique systeme n,28700,0.331,1.0
pois d hiver et ble d hiver associes biologique systeme numero,44186,0.611,1.0
pois d hiver et orge d hiver associes biologique,42434,0.305,1.0
pois d hiver et orge d hiver associes biologique systeme n,28699,0.261,1.0
pois d hiver et orge d hiver associes biologique systeme numero,44188,0.323,1.0
pois d hiver et triticale associes biologique,42435,0.308,1.0
pois d hiver et triticale associes biologique systeme n,28698,0.157,1.0
pois d hiver et triticale associes biologique systeme numero,44192,0.352,1.0
pois d hiver et triticale associes de l association de cultures biologique,28695,0.606,1.0
pois de printemps association de cultures,42430,0.352,1.0
pois de printemps association de cultures biologique systeme numero,44175,0.361,1.0
pois de printemps biologique systeme n,28717,0.274,1.0
pois de printemps conventionnel,42189,0.336,1.0
pois de printemps nea chalut pelagie moyenne,28440,0.195,1.0
pois de printemps et ble de printemps associes biologique,42428,0.325,1.0
pois de printemps et ble de printemps associes biologique systeme n,28691,0.241,1.0
pois de printemps et ble de printemps associes biologique systeme numero,44177,0.359,1.0
pois de printemps et orge de printemps associes biologique type de modele region centre,28690,0.259,1.0
pois de printemps et orge de printemps associes biologique,42429,0.329,1.0
pois de printemps et orge de printemps associes biologique systeme numero,44178,0.376,1.0
pois de senteur annuel pour transformation industrielle conventionnel,42190,0.396,1.0
pois mange tout ou pois gourmand bouilli cuit a l eau,40549,1.47,1.0
pois mange tout ou pois gourmand cru,33306,0.589,1.0
pois mange tout ou pois gourmands cuits,33406,1.28,1.0
poisson croquette ou beignet ou nuggets,41796,7.86,1.0
poisson croquette ou beignet ou nuggets frit,33958,7.9,1.0
poisson blanc a l estragon,33723,8.75,1.0
poisson blanc a la bordelaise,33717,7.73,1.0
poisson blanc a la florentine sauce aux epinards,33719,8.75,1.0
poisson blanc a la mariniere sauce aux oignons vin blanc moules,33720,7.73,1.0
poisson blanc a la parisienne sauce aux champignons,33722,9.62,1.0
poisson blanc a la provencale ou nicoise sauce tomate,33718,9.29,1.0
poisson blanc a la sauce moutarde,33721,8.75,1.0
poisson blanc sauce oseille,33724,8.75,1.0
poisson en sauce surgele,33726,8.46,1.0
poisson pane frit,33960,8.29,1.0
poisson pane surgele,41795,8.48,1.0
poisson pane surgele cru,33959,7.97,1.0
poitrine de porc fumee,41798,6.28,1.0
poitrine de porc fumee crue,32727,5.56,1.0
poitrine de porc demi sel,32732,7.21,1.0
poivre,32886,1.15,1.0
poivre blanc poudre,39662,9.19,1.0
poivre de cayenne ou piment de cayenne,39663,9.19,1.0
poivre noir conventionnel,43956,2.46,1.0
poivre noir poudre,39664,9.19,1.0
poivron cru,33285,0.923,1.0
poivron cuit,33286,0.923,1.0
poivron vert,40558,1.19,1.0
poivron vert jaune ou rouge cru,46042,0.715,1.0
poivron jaune cru,40552,1.19,1.0
poivron rouge appertise,40553,1.31,1.0
poivron rouge appertise egoutte,33416,1.62,1.0
poivron rouge cru,40554,1.19,1.0
poivron rouge cuit,40555,1.79,1.0
poivron vert cru,40556,1.19,1.0
poivron vert cuit,40557,1.79,1.0
polaire en pes recycle,27048,23.8,0.7
polenta ou semoule de mais cuite,41282,0.712,1.0
polenta ou semoule de mais cuite non salee,33598,0.56,1.0
polenta ou semoule de mais precuite,41283,1.67,1.0
polenta ou semoule de mais precuite seche,33581,1.31,1.0
polo,27046,8.2,0.7
pomelo dit pamplemousse cru,33062,0.633,1.0
pomelo dit pamplemousse pulpe,40561,1.18,1.0
pomelo dit pamplemousse pulpe cru,46047,0.926,1.0
pomelo dit pamplemousse jaune pulpe,40559,1.18,1.0
pomelo dit pamplemousse jaune pulpe cru,46045,0.926,1.0
pomelo dit pamplemousse rose pulpe,40560,1.18,1.0
pomelo dit pamplemousse rose pulpe cru,46046,0.926,1.0
pomme biologique,42446,0.113,1.0
pomme biologique moyenne nationale,44193,0.117,1.0
pomme biologique systeme n,28677,0.117,1.0
pomme conventionnelle moyenne nationale,43957,0.0752,1.0
pomme conventionnelle non tolerante a la tavelure,43958,0.0754,1.0
pomme conventionnelle tolerante tavelure,43959,0.0731,1.0
pomme crue,33066,0.284,1.0
pomme prairie permanente avec trefle region du nord ouest,28416,0.0864,1.0
pomme prairie temporaire avec trefle region du nord ouest,28409,0.0634,1.0
pomme prairie temporaire sans trefle region du nord ouest,28410,0.0561,1.0
pomme pulpe,40588,0.849,1.0
pomme pulpe et peau,40587,0.397,1.0
pomme pulpe et peau crue,46073,0.408,1.0
pomme pulpe bouillie cuite a l eau,33020,0.724,1.0
pomme pulpe crue,46075,0.408,1.0
pomme pulpe rotie cuite au four,33019,0.663,1.0
pomme seche,33096,1.53,1.0
pomme silo horizontal prairie permanente sans trefle auvergne,28412,0.0859,1.0
pomme silo horizontal prairie temporaire avec trefle region du nord ouest,28414,0.1,1.0
pomme a cidre moyen conventionnel,42193,0.0928,1.0
pomme a cidre moyen conventionnel national,43960,0.0886,1.0
pomme a cidre prairie permanente avec trefle region du nord ouest,28419,0.0817,1.0
pomme canada pulpe,40562,0.397,1.0
pomme canada pulpe crue,46048,0.408,1.0
pomme conventionnelle bache anti pluie,42194,0.101,1.0
pomme conventionnelle plateforme electrique,42197,0.0647,1.0
pomme conventionnelle systeme de pulverisation fixe,42199,0.0803,1.0
pomme conventionnelle systeme de pulverisation fixe et plateforme electrique,42198,0.0574,1.0
pomme de terre,34898,3093.0,1.0
pomme de terre bouillie cuite a l eau,33899,0.946,1.0
pomme de terre flocons deshydrates,40577,1.31,1.0
pomme de terre flocons deshydrates au lait ou a la creme,33905,1.83,1.0
pomme de terre flocons deshydrates nature,33909,0.771,1.0
pomme de terre puree,40581,1.39,1.0
pomme de terre puree a base de flocons,40579,1.39,1.0
pomme de terre puree a base de flocons reconstituee avec lait demi ecreme et eau non salee,46065,0.744,1.0
pomme de terre puree a base de flocons reconstituee avec lait entier matiere grasse,46066,1.82,1.0
pomme de terre puree avec lait et beurre non salee,46067,1.69,1.0
pomme de terre rotie cuite au four,40582,0.824,1.0
pomme de terre sans peau,40583,0.495,1.0
pomme de terre sans peau crue,33901,0.599,1.0
pomme de terre sans peau cuite au four,46070,1.24,1.0
pomme de terre sautee poelee,33904,0.895,1.0
pomme de terre dauphine surgelee,40563,2.1,1.0
pomme de terre dauphine surgelee crue,33907,2.54,1.0
pomme de terre dauphine surgelee cuite,33908,3.68,1.0
pomme de terre de conservation sans peau,40565,0.651,1.0
pomme de terre de conservation sans peau bouillie cuite a l eau,33913,0.796,1.0
pomme de terre duchesse surgelee,40566,1.73,1.0
pomme de terre duchesse surgelee crue,33922,2.22,1.0
pomme de terre duchesse surgelee cuite,33917,3.22,1.0
pomme de terre fecule de l association de cultures biologique systeme n,28455,0.0585,1.0
pomme de terre fecule moyenne conventionnel,42201,0.0849,1.0
pomme de terre fecule moyenne conventionnel national,43961,0.0855,1.0
pomme de terre noisette surgelee,40568,3.46,1.0
pomme de terre noisette surgelee crue,33902,4.4,1.0
pomme de terre noisette surgelee cuite,33918,6.33,1.0
pomme de terre nouvelle crue,33910,0.467,1.0
pomme de terre primeur sans peau,40571,0.651,1.0
pomme de terre primeur sans peau bouillie cuite a l eau,33914,0.796,1.0
pomme de terre rissolee surgelee,40572,0.967,1.0
pomme de terre rissolee surgelee crue,33923,0.687,1.0
pomme de terre rissolee surgelee cuite,33912,1.04,1.0
pomme de terre sautee poelee a la graisse de canard,33919,0.537,1.0
pomme de terre vapeur sous vide,33903,0.946,1.0
pomme golden pulpe et peau,40586,0.463,1.0
pomme golden pulpe et peau crue,46072,0.408,1.0
pomme mix conventionnel et biologique moyenne nationale,42202,0.0905,1.0
pommes,34912,84198.0,1.0
pommes de terre,22794,441.0,0.3
pommes de terre conventionnel,42203,0.094,1.0
pommes de terre conventionnel a usage industriel,43962,0.094,1.0
pommes de terre conventionnel melange de varietes moyenne nationale,43963,0.0922,1.0
pommes de terre conventionnel pour le marche frais autres varietes,43964,0.0939,1.0
pommes de terre conventionnel pour le marche frais varietes a chair ferme,43965,0.106,1.0
pommes de terre de l association de cultures biologique systeme n,28457,0.074,1.0
poncage du cuir,24260,0.106,1.0
pont l eveque,32962,5.49,1.0
pop corn ou mais eclate a l air,41284,0.985,1.0
pop corn ou mais eclate a l air non sale,32640,0.796,1.0
pop corn ou mais eclate a l huile,41285,0.909,1.0
pop corn ou mais eclate a l huile sale,32639,0.768,1.0
pop corn ou mais eclate au caramel,32641,2.28,1.0
porc bardiere decouennee,41799,1.72,1.0
porc bardiere decouennee crue,34303,1.57,1.0
porc biologique,42447,4.4,1.0
porc biologique moyenne nationale interieur exterieur,44194,5.63,1.0
porc carre,41800,10.5,1.0
porc carre cru,34296,9.5,1.0
porc carre cuit,34402,12.1,1.0
porc conventionnal,42207,2.61,1.0
porc conventionnel,42208,2.84,1.0
porc conventionnel cahier des charges porc bien etre,43967,2.55,1.0
porc conventionnel fourniture d aliments a la ferme,43968,2.69,1.0
porc conventionnel moyenne nationale,43971,2.79,1.0
porc conventionnel moyenne nationale aliments pour animaux,28370,2.42,1.0
porc conventionnel nourri au tourteau de colza,43970,2.79,1.0
porc conventionnel nourri au tourteau de soja,43972,2.9,1.0
porc conventionnel qualite declassee alimentation animale,28368,2.47,1.0
porc conventionnel qualite malterie alimentation animale,28369,2.36,1.0
porc conventionnel traitement des boues excedentaires,43969,2.71,1.0
porc cote,41802,10.5,1.0
porc cote crue,34294,9.5,1.0
porc cote grillee,34400,12.1,1.0
porc couenne crue,34311,1.57,1.0
porc echine,41804,10.4,1.0
porc echine crue,34300,9.35,1.0
porc echine rotie cuite au four,34407,11.9,1.0
porc epaule,41806,8.33,1.0
porc epaule crue,34290,7.52,1.0
porc epaule cuite,34399,9.57,1.0
porc escalope de jambon,41808,10.4,1.0
porc escalope de jambon crue,34302,9.35,1.0
porc escalope de jambon cuite,34408,11.9,1.0
porc filet,41812,10.4,1.0
porc filet mignon,41810,10.4,1.0
porc filet mignon cru,34298,9.35,1.0
porc filet mignon cuit,34404,11.9,1.0
porc filet maigre cru,34297,9.35,1.0
porc filet maigre en roti cuit,34403,11.9,1.0
porc gorge,41814,6.39,1.0
porc gorge decouennee crue,34304,5.66,1.0
porc hachage sans jarret,41815,10.4,1.0
porc hachage sans jarret sans bateau decouenne degraissse desosse cru,34305,9.35,1.0
porc jambon sans jarret,41816,13.1,1.0
porc jambon sans jarret sans bateau decouenne degraissse desosse cru,34306,11.8,1.0
porc jambonneau arriere,41817,10.5,1.0
porc jambonneau arriere decouenne degraissse desosse cru,34307,9.5,1.0
porc jarret,41818,10.5,1.0
porc jarret cru,34293,9.5,1.0
porc label rouge,42212,3.61,1.0
porc label rouge moyenne nationale interieur exterieur,43974,3.63,1.0
porc label rouge porc avec systeme d execution,43976,4.92,1.0
porc label rouge systeme exterieur,43966,2.34,1.0
porc longe,41819,10.4,1.0
porc longe crue,34292,9.35,1.0
porc longe cuite,34398,11.9,1.0
porc maigre,41821,10.4,1.0
porc maigre cru,34309,9.35,1.0
porc moyen porc truie de reforme conventionnel moyenne nationale,43973,3.08,1.0
porc moyen porc truie de reforme label rouge moyenne nationale interieur exterieur,43975,3.94,1.0
porc moyenne conventionnelle,42214,2.8,1.0
porc palette,41823,10.4,1.0
porc palette decouennee degraisssee desossee crue,34310,9.35,1.0
porc poitrine,41825,10.4,1.0
porc poitrine cutter,41824,6.39,1.0
porc poitrine cutter sans mouille crue,34312,5.66,1.0
porc poitrine crue,34291,9.35,1.0
porc roti,41827,10.4,1.0
porc roti filet avec chainette,41826,10.4,1.0
porc roti filet avec chainette cru,34313,9.35,1.0
porc roti cru,34299,9.35,1.0
porc roti cuit,34405,11.9,1.0
porc rouelle de jambon,41829,10.4,1.0
porc rouelle de jambon crue,34295,9.35,1.0
porc rouelle de jambon cuite,34401,11.9,1.0
porc travers,41831,13.3,1.0
porc travers braise,34406,12.1,1.0
porc travers cru,34301,9.5,1.0
porc au caramel,33764,9.68,1.0
porc engraisse biologique,42448,3.62,1.0
porc engraisse biologique en exterieur,44198,5.45,1.0
porc engraisse biologique en interieur,44197,5.81,1.0
porc engraisse biologique systeme numero,44200,4.94,1.0
porc engraisse moyenne biologique,42452,4.4,1.0
porc moyen porc truie de reforme biologique moyenne nationale interieur exterieur,44201,6.32,1.0
porcs de l association de cultures biologique,28621,4.28,1.0
porcs engraisses biologique systeme n,28616,5.22,1.0
porcs engraisses de l association de cultures biologique,28617,4.49,1.0
porte conteneur dry,28203,0.00554,0.6
porte conteneur reefer,28204,0.0109,0.6
porte conteneurs de a evp,21293,0.0219,0.6
porte conteneurs de moins de evp,21291,0.0331,0.6
porte conteneurs de plus de evp,21299,0.0102,0.6
pot au feu,33738,20.2,1.0
potee auvergnate chou et porc,33740,3.99,1.0
potimarron pulpe,40592,0.596,1.0
potimarron pulpe cru,33298,0.524,1.0
potiron appertise,40593,1.13,1.0
potiron appertise egoutte,33365,1.33,1.0
potiron cru,33264,0.549,1.0
potiron cuit,33384,1.27,1.0
poudre cacaotee ou au chocolat pour boisson sucree,32596,26.9,1.0
